Latitude,Longitude,Timestep
57.015446,9.985825,31397
57.015446,9.985824,31497
57.015446,9.985824,31598
57.015446,9.985824,31697
57.015446,9.985824,31797
57.015446,9.985824,31897
57.015446,9.985825,31995
57.015446,9.985826,32098
57.015446,9.985828,32199
57.015438,9.985830,32298
57.015438,9.985832,32398
57.015438,9.985832,32497
57.015438,9.985832,32595
57.015438,9.985830,32696
57.015438,9.985828,32797
57.015446,9.985826,32895
57.015446,9.985824,32998
57.015446,9.985822,33096
57.015446,9.985820,33199
57.015446,9.985822,33299
57.015446,9.985822,33396
57.015446,9.985822,33498
57.015446,9.985820,33597
57.015446,9.985819,33701
57.015446,9.985819,33797
57.015446,9.985819,33899
57.015446,9.985822,33999
57.015438,9.985822,34099
57.015438,9.985822,34199
57.015438,9.985822,34299
57.015438,9.985822,34395
57.015438,9.985822,34497
57.015438,9.985822,34596
57.015446,9.985820,34696
57.015446,9.985820,34797
57.015446,9.985820,34898
57.015446,9.985820,34997
57.015438,9.985822,35097
57.015438,9.985824,35197
57.015438,9.985824,35296
57.015438,9.985824,35397
57.015438,9.985824,35498
57.015438,9.985824,35599
57.015438,9.985824,35706
57.015438,9.985824,35797
57.015438,9.985822,35897
57.015438,9.985822,35999
57.015438,9.985822,36097
57.015438,9.985820,36196
57.015438,9.985820,36305
57.015438,9.985819,36396
57.015438,9.985819,36496
57.015438,9.985817,36605
57.015446,9.985815,36696
57.015446,9.985814,36811
57.015446,9.985814,36906
57.015446,9.985814,37005
57.015446,9.985815,37105
57.015438,9.985817,37205
57.015438,9.985820,37306
57.015438,9.985822,37407
57.015438,9.985822,37507
57.015438,9.985822,37605
57.015438,9.985822,37702
57.015438,9.985822,37802
57.015438,9.985824,37903
57.015438,9.985825,38004
57.015438,9.985825,38106
57.015438,9.985824,38197
57.015438,9.985824,38298
57.015438,9.985822,38405
57.015438,9.985822,38497
57.015438,9.985822,38604
57.015438,9.985822,38696
57.015438,9.985820,38799
57.015438,9.985819,38898
57.015438,9.985819,38997
57.015438,9.985817,39097
57.015438,9.985817,39199
57.015438,9.985817,39299
57.015438,9.985817,39398
57.015438,9.985817,39499
57.015438,9.985815,39596
57.015438,9.985815,39696
57.015438,9.985814,39796
57.015438,9.985812,39902
57.015438,9.985809,40001
57.015438,9.985808,40102
57.015438,9.985806,40202
57.015438,9.985806,40304
57.015438,9.985808,40398
57.015438,9.985812,40496
57.015438,9.985814,40597
57.015430,9.985817,40697
57.015430,9.985817,40798
57.015430,9.985819,40898
57.015430,9.985822,40999
57.015430,9.985826,41098
57.015423,9.985828,41198
57.015423,9.985832,41297
57.015423,9.985835,41405
57.015423,9.985840,41496
57.015419,9.985842,41597
57.015419,9.985845,41697
57.015419,9.985847,41797
57.015419,9.985849,41898
57.015419,9.985852,41997
57.015411,9.985854,42097
57.015419,9.985852,42199
57.015419,9.985848,42296
57.015419,9.985845,42398
57.015419,9.985842,42498
57.015419,9.985842,42602
57.015419,9.985839,42698
57.015423,9.985835,42797
57.015423,9.985830,42898
57.015423,9.985828,42995
57.015423,9.985826,43096
57.015423,9.985824,43197
57.015423,9.985824,43295
57.015423,9.985822,43397
57.015423,9.985822,43497
57.015423,9.985822,43597
57.015423,9.985822,43696
57.015430,9.985819,43798
57.015430,9.985817,43897
57.015430,9.985817,43998
57.015423,9.985817,44097
57.015423,9.985819,44197
57.015423,9.985819,44297
57.015423,9.985819,44398
57.015423,9.985817,44498
57.015423,9.985817,44598
57.015423,9.985815,44697
57.015423,9.985815,44798
57.015430,9.985815,44899
57.015430,9.985815,44997
57.015430,9.985817,45097
57.015423,9.985819,45198
57.015423,9.985820,45297
57.015423,9.985824,45397
57.015423,9.985825,45497
57.015423,9.985826,45597
57.015423,9.985826,45697
57.015423,9.985826,45797
57.015423,9.985826,45896
57.015423,9.985826,45996
57.015423,9.985826,46099
57.015423,9.985825,46200
57.015423,9.985824,46299
57.015430,9.985822,46397
57.015430,9.985822,46497
57.015430,9.985822,46598
57.015430,9.985822,46706
57.015430,9.985824,46796
57.015430,9.985824,46896
57.015430,9.985824,46997
57.015430,9.985824,47102
57.015430,9.985824,47204
57.015430,9.985822,47305
57.015430,9.985820,47398
57.015430,9.985820,47497
57.015430,9.985820,47597
57.015430,9.985819,47707
57.015430,9.985817,47798
57.015430,9.985817,47898
57.015430,9.985817,47998
57.015430,9.985817,48099
57.015430,9.985817,48198
57.015430,9.985817,48300
57.015430,9.985817,48405
57.015430,9.985817,48505
57.015430,9.985817,48605
57.015430,9.985819,48705
57.015430,9.985819,48799
57.015430,9.985820,48896
57.015430,9.985820,48996
57.015430,9.985820,49095
57.015430,9.985822,49196
57.015430,9.985822,49297
57.015430,9.985822,49396
57.015430,9.985824,49496
57.015430,9.985824,49600
57.015430,9.985825,49697
57.015430,9.985825,49798
57.015430,9.985826,49898
57.015430,9.985830,49998
57.015430,9.985834,50097
57.015423,9.985834,50200
57.015423,9.985834,50295
57.015430,9.985832,50398
57.015430,9.985830,50497
57.015430,9.985830,50596
57.015430,9.985828,50697
57.015430,9.985826,50798
57.015430,9.985826,50896
57.015430,9.985824,50997
57.015430,9.985824,51096
57.015430,9.985822,51198
57.015430,9.985820,51299
57.015430,9.985822,51406
57.015430,9.985822,51505
57.015430,9.985822,51605
57.015430,9.985822,51705
57.015430,9.985824,51805
57.015430,9.985824,51906
57.015430,9.985824,51997
57.015430,9.985825,52098
57.015430,9.985826,52197
57.015430,9.985826,52296
57.015430,9.985828,52398
57.015430,9.985828,52496
57.015430,9.985828,52596
57.015430,9.985830,52696
57.015430,9.985830,52796
57.015430,9.985832,52899
57.015430,9.985834,52997
57.015430,9.985835,53098
57.015430,9.985835,53198
57.015430,9.985834,53298
57.015430,9.985834,53397
57.015430,9.985834,53496
57.015430,9.985834,53598
57.015430,9.985832,53698
57.015430,9.985832,53796
57.015430,9.985832,53896
57.015430,9.985830,53996
57.015430,9.985828,54096
57.015430,9.985826,54199
57.015430,9.985826,54296
57.015430,9.985825,54396
57.015430,9.985824,54495
57.015430,9.985824,54598
57.015430,9.985822,54697
57.015430,9.985822,54799
57.015430,9.985822,54898
57.015438,9.985824,54998
57.015430,9.985824,55098
57.015430,9.985825,55196
57.015438,9.985824,55295
57.015438,9.985824,55397
57.015438,9.985824,55497
57.015438,9.985824,55596
57.015438,9.985824,55696
57.015438,9.985824,55797
57.015438,9.985824,55897
57.015438,9.985824,55998
57.015438,9.985822,56096
57.015438,9.985822,56196
57.015438,9.985822,56298
57.015438,9.985822,56397
57.015438,9.985822,56497
57.015438,9.985822,56598
57.015438,9.985822,56698
57.015438,9.985820,56797
57.015438,9.985822,56897
57.015438,9.985822,56997
57.015438,9.985824,57097
57.015438,9.985824,57196
57.015438,9.985825,57297
57.015438,9.985825,57396
57.015438,9.985826,57496
57.015438,9.985825,57596
57.015438,9.985825,57697
57.015438,9.985825,57797
57.015438,9.985825,57895
57.015438,9.985825,57998
57.015438,9.985825,58099
57.015438,9.985825,58200
57.015438,9.985824,58298
57.015438,9.985822,58399
57.015438,9.985820,58504
57.015438,9.985820,58604
57.015438,9.985820,58704
57.015438,9.985822,58805
57.015438,9.985824,58905
57.015438,9.985824,59004
57.015438,9.985824,59105
57.015438,9.985824,59205
57.015438,9.985824,59307
57.015438,9.985822,59405
57.015438,9.985819,59504
57.015438,9.985819,59605
57.015446,9.985817,59706
57.015446,9.985814,59805
57.015446,9.985812,59904
57.015446,9.985812,60004
57.015446,9.985812,60104
57.015446,9.985814,60197
57.015446,9.985815,60304
57.015446,9.985817,60397
57.015446,9.985817,60506
57.015446,9.985817,60596
57.015446,9.985817,60704
57.015446,9.985817,60796
57.015446,9.985817,60905
57.015446,9.985817,61005
57.015446,9.985817,61106
57.015446,9.985815,61206
57.015446,9.985815,61304
57.015446,9.985817,61404
57.015446,9.985817,61505
57.015446,9.985817,61605
57.015446,9.985817,61698
57.015446,9.985815,61806
57.015446,9.985815,61906
57.015446,9.985815,62004
57.015446,9.985815,62104
57.015446,9.985814,62206
57.015446,9.985812,62297
57.015446,9.985812,62397
57.015450,9.985809,62496
57.015450,9.985809,62597
57.015450,9.985808,62696
57.015450,9.985808,62796
57.015450,9.985808,62896
57.015450,9.985808,62997
57.015446,9.985808,63098
57.015446,9.985806,63198
57.015446,9.985806,63300
57.015446,9.985806,63396
57.015446,9.985806,63496
57.015446,9.985805,63596
57.015446,9.985805,63696
57.015446,9.985804,63797
57.015446,9.985804,63896
57.015446,9.985805,63997
57.015446,9.985806,64095
57.015446,9.985808,64196
57.015438,9.985808,64298
57.015438,9.985809,64396
57.015438,9.985809,64497
57.015438,9.985808,64598
57.015438,9.985808,64695
57.015438,9.985806,64798
57.015438,9.985805,64898
57.015438,9.985804,64998
57.015438,9.985804,65099
57.015438,9.985804,65197
57.015438,9.985805,65297
57.015438,9.985806,65396
57.015438,9.985808,65496
57.015438,9.985808,65596
57.015438,9.985809,65696
57.015438,9.985809,65796
57.015438,9.985809,65896
57.015438,9.985814,65998
57.015438,9.985815,66097
57.015438,9.985817,66197
57.015438,9.985819,66297
57.015438,9.985819,66396
57.015438,9.985819,66498
57.015438,9.985820,66598
57.015438,9.985820,66698
57.015438,9.985822,66795
57.015438,9.985824,66897
57.015438,9.985826,66997
57.015438,9.985828,67096
57.015438,9.985830,67197
57.015438,9.985830,67297
57.015438,9.985830,67396
57.015438,9.985830,67496
57.015438,9.985830,67596
57.015438,9.985828,67696
57.015438,9.985828,67796
57.015438,9.985826,67897
57.015438,9.985825,67996
57.015438,9.985824,68096
57.015438,9.985825,68198
57.015438,9.985826,68298
57.015438,9.985828,68398
57.015438,9.985830,68498
57.015438,9.985830,68598
57.015438,9.985830,68697
57.015438,9.985830,68796
57.015438,9.985830,68896
57.015438,9.985832,68997
57.015438,9.985834,69096
57.015438,9.985835,69196
57.015430,9.985839,69307
57.015430,9.985842,69404
57.015430,9.985845,69496
57.015430,9.985847,69605
57.015430,9.985849,69705
57.015430,9.985852,69804
57.015430,9.985854,69898
57.015423,9.985855,69998
57.015423,9.985857,70098
57.015423,9.985859,70208
57.015423,9.985859,70304
57.015423,9.985860,70397
57.015423,9.985862,70504
57.015423,9.985862,70596
57.015423,9.985862,70696
57.015423,9.985864,70806
57.015423,9.985864,70905
57.015423,9.985864,71006
57.015423,9.985865,71105
57.015423,9.985864,71206
57.015423,9.985864,71307
57.015423,9.985864,71404
57.015423,9.985864,71504
57.015423,9.985864,71604
57.015423,9.985864,71704
57.015423,9.985864,71804
57.015423,9.985864,71905
57.015423,9.985865,72004
57.015423,9.985867,72104
57.015423,9.985867,72198
57.015423,9.985868,72304
57.015423,9.985868,72397
57.015423,9.985868,72498
57.015423,9.985870,72597
57.015419,9.985870,72705
57.015419,9.985870,72796
57.015419,9.985870,72896
57.015419,9.985870,72999
57.015419,9.985870,73097
57.015419,9.985870,73195
57.015419,9.985870,73297
57.015419,9.985872,73406
57.015419,9.985872,73498
57.015419,9.985872,73598
57.015423,9.985872,73697
57.015423,9.985872,73796
57.015423,9.985874,73897
57.015423,9.985874,73996
57.015423,9.985875,74096
57.015423,9.985875,74199
57.015423,9.985877,74297
57.015423,9.985877,74395
57.015423,9.985879,74496
57.015423,9.985879,74597
57.015423,9.985879,74695
57.015423,9.985879,74795
57.015423,9.985879,74895
57.015423,9.985879,74998
57.015423,9.985880,75098
57.015423,9.985880,75197
57.015423,9.985879,75299
57.015423,9.985879,75397
57.015423,9.985879,75497
57.015423,9.985879,75596
57.015423,9.985877,75696
57.015423,9.985875,75796
57.015423,9.985874,75895
57.015423,9.985874,75997
57.015423,9.985872,76096
57.015423,9.985870,76196
57.015430,9.985868,76297
57.015430,9.985868,76395
57.015430,9.985867,76500
57.015430,9.985867,76595
57.015430,9.985865,76698
57.015430,9.985865,76797
57.015430,9.985864,76897
57.015430,9.985862,76997
57.015430,9.985860,77097
57.015430,9.985860,77197
57.015430,9.985860,77295
57.015430,9.985857,77396
57.015430,9.985855,77496
57.015430,9.985855,77596
57.015430,9.985855,77698
57.015430,9.985855,77796
57.015430,9.985855,77896
57.015430,9.985855,77996
57.015430,9.985855,78097
57.015430,9.985854,78198
57.015430,9.985854,78295
57.015430,9.985852,78398
57.015430,9.985849,78498
57.015430,9.985849,78598
57.015430,9.985848,78699
57.015430,9.985848,78796
57.015430,9.985848,78896
57.015430,9.985848,78996
57.015430,9.985847,79096
57.015430,9.985847,79197
57.015430,9.985845,79296
57.015430,9.985844,79396
57.015430,9.985842,79496
57.015430,9.985842,79597
57.015430,9.985840,79696
57.015430,9.985840,79796
57.015430,9.985839,79896
57.015430,9.985839,79996
57.015430,9.985839,80098
57.015430,9.985839,80197
57.015430,9.985839,80297
57.015430,9.985839,80397
57.015430,9.985840,80497
57.015430,9.985839,80597
57.015430,9.985839,80697
57.015430,9.985837,80796
57.015430,9.985837,80896
57.015430,9.985835,80996
57.015430,9.985835,81096
57.015430,9.985835,81197
57.015430,9.985834,81306
57.015430,9.985835,81397
57.015430,9.985835,81505
57.015430,9.985835,81605
57.015430,9.985837,81704
57.015430,9.985837,81807
57.015430,9.985839,81904
57.015430,9.985840,82005
57.015430,9.985840,82104
57.015430,9.985840,82207
57.015430,9.985840,82303
57.015430,9.985839,82404
57.015430,9.985839,82506
57.015430,9.985837,82604
57.015423,9.985839,82704
57.015423,9.985839,82805
57.015423,9.985839,82906
57.015423,9.985835,83005
57.015423,9.985835,83105
57.015423,9.985834,83206
57.015423,9.985834,83306
57.015423,9.985832,83402
57.015423,9.985830,83505
57.015423,9.985830,83598
57.015423,9.985832,83699
57.015423,9.985834,83799
57.015423,9.985834,83906
57.015423,9.985835,84006
57.015419,9.985837,84105
57.015419,9.985839,84206
57.015419,9.985840,84305
57.015419,9.985844,84405
57.015419,9.985845,84505
57.015411,9.985845,84606
57.015411,9.985845,84704
57.015411,9.985845,84805
57.015411,9.985845,84905
57.015411,9.985845,84995
57.015411,9.985845,85097
57.015411,9.985844,85204
57.015411,9.985845,85305
57.015404,9.985845,85397
57.015404,9.985847,85498
57.015404,9.985847,85605
57.015404,9.985848,85697
57.015404,9.985849,85796
57.015400,9.985852,85897
57.015400,9.985852,85995
57.015400,9.985852,86097
57.015400,9.985852,86198
57.015400,9.985852,86297
57.015400,9.985852,86396
57.015400,9.985852,86495
57.015392,9.985854,86595
57.015392,9.985855,86697
57.015392,9.985859,86795
57.015392,9.985860,86898
57.015392,9.985864,86997
57.015385,9.985865,87098
57.015385,9.985867,87198
57.015385,9.985868,87298
57.015385,9.985868,87397
57.015385,9.985868,87496
57.015385,9.985870,87597
57.015385,9.985870,87697
57.015381,9.985870,87797
57.015381,9.985872,87896
57.015381,9.985870,87996
57.015381,9.985870,88097
57.015381,9.985870,88196
57.015381,9.985870,88296
57.015381,9.985868,88396
57.015381,9.985867,88495
57.015381,9.985865,88598
57.015381,9.985864,88698
57.015381,9.985860,88798
57.015381,9.985860,88898
57.015381,9.985859,88997
57.015381,9.985857,89097
57.015381,9.985855,89196
57.015381,9.985855,89296
57.015381,9.985855,89397
57.015381,9.985857,89496
57.015381,9.985857,89596
57.015381,9.985857,89697
57.015381,9.985855,89796
57.015381,9.985855,89898
57.015381,9.985855,89996
57.015381,9.985855,90097
57.015381,9.985854,90197
57.015381,9.985852,90300
57.015381,9.985848,90398
57.015381,9.985848,90497
57.015381,9.985847,90597
57.015381,9.985847,90697
57.015381,9.985847,90797
57.015381,9.985845,90896
57.015381,9.985845,90997
57.015381,9.985845,91095
57.015381,9.985845,91196
57.015381,9.985844,91297
57.015381,9.985842,91396
57.015381,9.985842,91495
57.015385,9.985842,91595
57.015381,9.985842,91697
57.015381,9.985844,91797
57.015381,9.985844,91895
57.015381,9.985844,91997
57.015381,9.985842,92097
57.015381,9.985840,92199
57.015381,9.985837,92299
57.015385,9.985835,92396
57.015385,9.985834,92495
57.015385,9.985830,92596
57.015385,9.985828,92696
57.015385,9.985826,92798
57.015385,9.985825,92896
57.015385,9.985822,92997
57.015385,9.985822,93096
57.015385,9.985820,93196
57.015385,9.985819,93299
57.015385,9.985819,93397
57.015385,9.985817,93495
57.015385,9.985817,93597
57.015385,9.985817,93698
57.015385,9.985817,93798
57.015385,9.985817,93897
57.015385,9.985815,93997
57.015385,9.985815,94097
57.015385,9.985812,94199
57.015385,9.985812,94296
57.015392,9.985808,94397
57.015392,9.985805,94496
57.015392,9.985804,94595
57.015392,9.985800,94695
57.015392,9.985797,94797
57.015392,9.985794,94897
57.015392,9.985792,94997
57.015392,9.985790,95097
57.015400,9.985788,95197
57.015400,9.985786,95295
57.015400,9.985785,95397
57.015400,9.985786,95498
57.015400,9.985786,95597
57.015400,9.985785,95701
57.015400,9.985785,95797
57.015400,9.985785,95897
57.015400,9.985785,95996
57.015400,9.985785,96096
57.015392,9.985786,96195
57.015392,9.985788,96296
57.015392,9.985792,96395
57.015392,9.985794,96496
57.015392,9.985795,96597
57.015392,9.985795,96695
57.015392,9.985795,96796
57.015392,9.985795,96895
57.015392,9.985797,96995
57.015392,9.985797,97099
57.015392,9.985797,97196
57.015392,9.985797,97298
57.015392,9.985795,97397
57.015392,9.985795,97498
57.015392,9.985797,97597
57.015392,9.985797,97697
57.015385,9.985797,97796
57.015385,9.985799,97898
57.015385,9.985799,97996
57.015385,9.985800,98096
57.015385,9.985800,98198
57.015385,9.985800,98295
57.015385,9.985799,98397
57.015385,9.985799,98496
57.015385,9.985799,98595
57.015385,9.985799,98695
57.015385,9.985799,98798
57.015385,9.985797,98898
57.015385,9.985799,98998
57.015385,9.985799,99098
57.015385,9.985799,99197
57.015385,9.985800,99298
57.015385,9.985802,99397
57.015385,9.985804,99496
57.015385,9.985804,99597
57.015385,9.985804,99695
57.015385,9.985802,99795
57.015385,9.985802,99896
57.015385,9.985802,99997
57.015385,9.985800,100097
57.015385,9.985800,100197
57.015385,9.985800,100299
57.015385,9.985800,100396
57.015392,9.985800,100497
57.015392,9.985800,100596
57.015392,9.985799,100698
57.015392,9.985799,100797
57.015392,9.985799,100896
57.015392,9.985797,100996
57.015392,9.985797,101096
57.015392,9.985795,101196
57.015392,9.985795,101295
57.015392,9.985794,101395
57.015392,9.985794,101495
57.015392,9.985792,101595
57.015392,9.985792,101696
57.015400,9.985792,101795
57.015400,9.985792,101898
57.015400,9.985792,101998
57.015400,9.985792,102095
57.015400,9.985792,102198
57.015400,9.985792,102296
57.015400,9.985792,102398
57.015400,9.985792,102496
57.015400,9.985792,102595
57.015400,9.985792,102695
57.015400,9.985792,102795
57.015400,9.985790,102896
57.015400,9.985788,102996
57.015400,9.985788,103097
57.015400,9.985786,103204
57.015404,9.985786,103296
57.015404,9.985786,103395
57.015404,9.985786,103496
57.015404,9.985786,103597
57.015404,9.985786,103694
57.015404,9.985786,103795
57.015404,9.985786,103898
57.015404,9.985786,103995
57.015404,9.985786,104098
57.015404,9.985786,104197
57.015404,9.985786,104296
57.015404,9.985786,104397
57.015404,9.985786,104495
57.015404,9.985786,104595
57.015404,9.985786,104695
57.015404,9.985786,104797
57.015404,9.985786,104894
57.015404,9.985786,104995
57.015404,9.985786,105096
57.015404,9.985786,105195
57.015404,9.985786,105299
57.015404,9.985786,105395
57.015404,9.985786,105494
57.015404,9.985786,105597
57.015404,9.985786,105698
57.015404,9.985786,105797
57.015404,9.985786,105894
57.015404,9.985786,105994
57.015404,9.985786,106095
57.015404,9.985786,106197
57.015404,9.985786,106296
57.015404,9.985786,106394
57.015404,9.985786,106496
57.015404,9.985786,106595
57.015404,9.985786,106695
57.015404,9.985786,106796
57.015404,9.985786,106895
57.015404,9.985786,106994
57.015404,9.985786,107094
57.015404,9.985786,107194
57.015404,9.985786,107298
57.015404,9.985786,107396
57.015404,9.985786,107497
57.015404,9.985786,107597
57.015404,9.985786,107697
57.015404,9.985786,107796
57.015404,9.985786,107894
57.015404,9.985786,107994
57.015404,9.985786,108095
57.015404,9.985786,108195
57.015404,9.985786,108295
57.015404,9.985786,108396
57.015404,9.985786,108496
57.015404,9.985786,108594
