57.0155617,9.9854517,44365
57.0155617,9.9854517,45366
57.0155617,9.9854517,46367
57.0155617,9.9854517,47368
57.0155617,9.9854517,48369
57.0155617,9.9854517,49370
57.0155617,9.9854517,50371
57.0155617,9.9854517,51372
57.0155617,9.9854517,52373
57.0155617,9.9854517,53374
57.0155617,9.9854517,54375
57.0155617,9.9854517,55376
57.0155617,9.9854517,56377
57.0155617,9.9854517,57378
57.0155333,9.9854467,58379
57.0155350,9.9854450,59380
57.0155383,9.9854383,60381
57.0155517,9.9854333,61382
57.0155517,9.9854333,62383
57.0155517,9.9854333,63384
57.0155517,9.9854333,64385
57.0155517,9.9854333,65386
57.0155517,9.9854333,66387
57.0155517,9.9854333,67388
57.0155517,9.9854333,68389
57.0155517,9.9854333,69390
57.0155517,9.9854333,70391
57.0155517,9.9854333,71392
57.0155517,9.9854333,72393
57.0155517,9.9854333,73394
57.0155517,9.9854333,74395
57.0155517,9.9854333,75396
57.0155517,9.9854333,76397
57.0155517,9.9854333,77398
57.0155517,9.9854333,78399
57.0155517,9.9854333,79400
57.0155517,9.9854333,80401
57.0155517,9.9854333,81402
57.0155517,9.9854333,82403
57.0155517,9.9854333,83404
57.0155517,9.9854333,84405
57.0155517,9.9854333,85406
57.0155517,9.9854333,86407
57.0155517,9.9854333,87408
57.0155517,9.9854333,88409
57.0155517,9.9854333,89410
57.0155517,9.9854333,90411
57.0155517,9.9854333,91412
57.0155517,9.9854333,92413
57.0155517,9.9854333,93414
57.0155517,9.9854333,94415
57.0155517,9.9854333,95416
57.0155517,9.9854333,96417
57.0155517,9.9854333,97418
57.0155517,9.9854333,98419
57.0155517,9.9854333,99420
57.0155867,9.9853633,100421
57.0155833,9.9853617,101422
57.0155850,9.9853633,102423
57.0155850,9.9853683,103424
57.0155850,9.9853683,104425
57.0155850,9.9853683,105426
57.0155850,9.9853683,106427
57.0155850,9.9853683,107428
57.0155850,9.9853683,108429
57.0155850,9.9853683,109430
57.0155850,9.9853683,110431
57.0155850,9.9853683,111432
57.0155850,9.9853683,112433
57.0155850,9.9853683,113434
57.0155850,9.9853683,114435
57.0155850,9.9853683,115436
57.0155850,9.9853683,116437
57.0155850,9.9853683,117438
57.0155850,9.9853683,118439
57.0155850,9.9853683,119440
57.0155850,9.9853683,120441
57.0155850,9.9853683,121442
57.0155850,9.9853683,122443
57.0155850,9.9853683,123444
57.0155850,9.9853683,124445
57.0155850,9.9853683,125446
57.0155850,9.9853683,126447
57.0155850,9.9853683,127448
57.0155850,9.9853683,128449
57.0155850,9.9853683,129450
57.0155850,9.9853683,130451
57.0155850,9.9853683,131452
57.0155850,9.9853683,132453
57.0155850,9.9853683,133454
57.0155850,9.9853683,134455
57.0155850,9.9853683,135456
57.0155850,9.9853683,136457
57.0155850,9.9853683,137458
57.0155850,9.9853683,138459
57.0155850,9.9853683,139460
57.0155850,9.9853683,140461
57.0155850,9.9853683,141462
57.0155850,9.9853683,142463
57.0155850,9.9853683,143464
57.0155850,9.9853683,144465
57.0155850,9.9853683,145466
57.0155850,9.9853683,146467
57.0155667,9.9853333,147468
57.0155633,9.9853133,148469
57.0155600,9.9852917,149470
57.0155600,9.9852683,150471
57.0155550,9.9852500,151472
57.0155483,9.9852283,152473
57.0155467,9.9852083,153474
57.0155417,9.9851867,154475
57.0155367,9.9851667,155476
57.0155333,9.9851450,156477
57.0155283,9.9851267,157478
57.0155217,9.9851100,158479
57.0155183,9.9850867,159480
57.0155200,9.9850600,160481
57.0155167,9.9850317,161482
57.0155167,9.9850050,162483
57.0155133,99849817,163484
57.0155133,99849617,164485
57.0155100,99849417,165486
57.0155100,99849150,166487
57.0155033,99848983,167488
57.0154983,99848867,168489
57.0154967,99848700,169490
57.0154950,99848550,170491
57.0154883,99848433,171492
57.0154850,99848333,172493
57.0154783,99848300,173494
57.0154700,99848283,174495
57.0154567,99848317,175496
57.0154467,99848417,176497
57.0154350,99848567,177498
57.0154200,99848767,178499
57.0154133,99848900,179500
57.0154000,99849083,180501
57.0153933,99849267,181502
57.0153850,99849417,182503
57.0153783,99849617,183504
57.0153733,99849817,184505
57.0153717,9.9850017,185506
57.0153733,9.9850250,186507
57.0153733,9.9850500,187508
57.0153717,9.9850733,188509
57.0153683,9.9850917,189510
57.0153700,9.9851117,190511
57.0153700,9.9851333,191512
57.0153700,9.9851533,192513
57.0153700,9.9851767,193514
57.0153683,9.9851983,194515
57.0153650,9.9852183,195516
57.0153717,9.9852417,196517
57.0153783,9.9852683,197518
57.0153750,9.9852867,198519
57.0153667,9.9853050,199520
