GPS log at 10hz
Latitude,Longitude,Timestep
570162633,99842217,233204
570162633,99842200,233303
570162617,99842183,233404
570162617,99842150,233505
570162617,99842133,233604
570162617,99842117,233703
570162617,99842083,233804
570162567,99842217,233903
570162517,99842283,234003
570162483,99842367,234104
570162450,99842450,234203
570162417,99842533,234303
570162383,99842617,234412
570162350,99842717,234503
570162317,99842817,234604
570162283,99842917,234704
570162283,99842917,234805
570162267,99842900,234903
570162267,99842900,235003
570162267,99842900,235103
570162267,99842900,235205
570162267,99842933,235304
570162267,99842967,235404
570162267,99843000,235504
570162250,99843000,235602
570162250,99843000,235701
570162250,99843000,235803
570162233,99843017,235902
570162233,99843000,236003
570162233,99843000,236103
570162217,99843000,236203
570162217,99843000,236302
570162217,99843000,236402
570162217,99842983,236501
570162183,99843083,236601
570162150,99843150,236703
570162133,99843233,236801
570162100,99843300,236903
570162083,99843383,237004
570162050,99843467,237101
570162017,99843600,237204
570162000,99843717,237301
570161983,99843817,237403
570161950,99843883,237501
570161933,99843983,237601
570161900,99844050,237704
570161883,99844100,237803
570161850,99844150,237905
570161833,99844200,238004
570161817,99844283,238104
570161783,99844333,238204
570161750,99844383,238304
570161717,99844450,238411
570161683,99844517,238504
570161650,99844583,238604
570161617,99844633,238704
570161600,99844683,238804
570161567,99844750,238907
570161533,99844800,239004
570161483,99844867,239104
570161450,99844917,239205
570161417,99844983,239304
570161383,99845033,239404
570161350,99845100,239508
570161317,99845150,239606
570161300,99845200,239705
570161267,99845233,239805
570161233,99845283,239905
570161200,99845333,240005
570161167,99845383,240104
570161150,99845433,240205
570161117,99845467,240304
570161100,99845517,240405
570161083,99845550,240505
570161067,99845600,240605
570161033,99845683,240706
570161000,99845717,240805
570160983,99845767,240905
570160950,99845833,241005
570160917,99845883,241104
570160883,99845950,241205
570160850,99846000,241304
570160817,99846050,241405
570160783,99846100,241505
570160750,99846150,241605
570160717,99846200,241705
570160667,99846250,241805
570160650,99846283,241905
570160633,99846300,242004
570160600,99846333,242104
570160583,99846350,242204
570160567,99846367,242304
570160550,99846383,242413
570160500,99846450,242505
570160467,99846500,242605
570160450,99846517,242704
570160433,99846533,242804
570160417,99846567,242904
570160400,99846583,243005
570160400,99846567,243105
570160400,99846550,243207
570160400,99846533,243305
570160400,99846517,243405
570160417,99846483,243505
570160417,99846467,243607
570160417,99846450,243706
570160383,99846500,243804
570160367,99846517,243905
570160350,99846517,244005
570160333,99846533,244105
570160317,99846550,244205
570160317,99846533,244303
570160317,99846517,244404
570160317,99846517,244504
570160317,99846500,244605
570160317,99846500,244705
570160317,99846483,244806
570160333,99846467,244905
570160333,99846450,245005
570160333,99846433,245106
570160317,99846467,245206
570160283,99846500,245305
570160267,99846533,245405
570160233,99846567,245506
570160217,99846617,245604
570160200,99846650,245704
570160167,99846683,245804
570160150,99846700,245905
570160117,99846733,246005
570160100,99846733,246105
570160100,99846733,246205
570160083,99846733,246305
570160067,99846767,246413
570160050,99846783,246505
570160033,99846817,246604
570160050,99846800,246705
570160050,99846800,246805
570160067,99846783,246905
570160067,99846767,247005
570160067,99846767,247104
570160067,99846767,247207
570160067,99846750,247304
570160083,99846750,247405
570160083,99846750,247504
570160083,99846750,247604
570160083,99846733,247705
570160083,99846733,247805
570160083,99846717,247905
570160100,99846700,248005
570160067,99846750,248104
570160050,99846783,248204
570160033,99846800,248304
570160033,99846817,248405
570160017,99846817,248504
570160033,99846800,248605
570160033,99846783,248706
570160050,99846750,248805
570160050,99846733,248905
570160050,99846717,249004
570160067,99846683,249105
570160067,99846650,249207
570160067,99846617,249306
570160083,99846600,249407
570160083,99846567,249506
570160083,99846550,249605
570160100,99846517,249705
570160117,99846500,249805
570160133,99846467,249907
570160150,99846433,250006
570160167,99846400,250105
570160183,99846367,250206
570160200,99846333,250307
570160200,99846317,250415
570160217,99846317,250507
570160217,99846300,250607
570160233,99846283,250707
570160233,99846283,250806
570160250,99846267,250906
570160250,99846267,251005
570160250,99846267,251107
570160250,99846250,251206
570160267,99846250,251306
570160267,99846233,251406
570160267,99846233,251507
570160267,99846217,251607
570160267,99846200,251706
570160283,99846183,251805
570160283,99846183,251905
570160283,99846167,252007
570160300,99846150,252105
570160300,99846133,252207
570160317,99846117,252305
570160317,99846100,252405
570160333,99846083,252505
570160333,99846067,252607
570160350,99846050,252705
570160367,99846017,252805
570160383,99846000,252905
570160383,99845983,253007
570160400,99845950,253105
570160417,99845933,253207
570160417,99845900,253305
570160433,99845883,253407
570160450,99845850,253507
570160450,99845833,253607
570160467,99845800,253707
570160483,99845783,253807
570160500,99845750,253907
570160517,99845717,254007
570160533,99845683,254105
570160550,99845667,254207
570160550,99845633,254307
570160567,99845617,254414
570160567,99845617,254508
570160567,99845600,254605
570160583,99845600,254707
570160583,99845583,254805
570160600,99845567,254905
570160600,99845550,255008
570160600,99845550,255107
570160617,99845533,255207
570160617,99845533,255305
570160617,99845517,255407
570160600,99845533,255505
570160600,99845517,255605
570160600,99845517,255706
570160600,99845517,255806
570160600,99845517,255906
570160617,99845517,256005
570160617,99845500,256107
570160633,99845500,256204
570160633,99845483,256305
570160650,99845483,256406
570160650,99845467,256504
570160667,99845450,256605
570160667,99845450,256706
570160667,99845433,256805
570160683,99845417,256905
570160683,99845417,257004
570160683,99845400,257106
570160683,99845383,257206
570160683,99845367,257304
570160700,99845367,257404
570160700,99845350,257506
570160700,99845350,257605
570160700,99845333,257705
570160717,99845317,257806
570160717,99845317,257905
570160733,99845283,258005
570160750,99845267,258106
570160750,99845250,258206
570160767,99845233,258305
570160783,99845217,258415
570160783,99845217,258506
570160783,99845217,258605
570160800,99845217,258706
570160800,99845200,258806
570160800,99845200,258908
570160800,99845200,259007
570160800,99845217,259108
570160800,99845217,259208
570160800,99845233,259307
570160800,99845233,259408
570160800,99845217,259507
570160800,99845217,259607
570160800,99845217,259707
570160817,99845217,259808
570160817,99845200,259908
570160833,99845200,260004
570160850,99845183,260107
570160850,99845167,260205
570160850,99845167,260304
570160850,99845167,260405
570160850,99845167,260505
570160850,99845167,260605
570160850,99845167,260707
570160850,99845167,260806
570160850,99845150,260905
570160850,99845150,261005
570160850,99845133,261104
570160850,99845133,261205
570160867,99845117,261304
570160867,99845100,261404
570160867,99845100,261504
570160867,99845100,261605
570160883,99845083,261705
570160883,99845067,261804
570160883,99845050,261904
570160900,99845050,262004
570160900,99845033,262104
570160900,99845000,262204
570160917,99844983,262304
570160917,99844983,262412
570160900,99844983,262504
570160917,99844983,262605
570160917,99844983,262703
570160917,99844983,262804
570160917,99845000,262904
570160900,99845000,263004
570160900,99845017,263104
570160900,99845017,263204
570160900,99845017,263305
570160900,99845017,263405
570160900,99845017,263506
570160900,99845017,263606
570160900,99845017,263705
570160900,99845017,263805
570160900,99845017,263905
570160900,99845017,264005
570160900,99845017,264105
570160917,99845017,264207
570160917,99845000,264307
570160917,99844983,264404
570160933,99844983,264505
570160933,99844983,264603
570160933,99844967,264704
570160950,99844967,264805
570160967,99844950,264907
570160967,99844950,265007
570160983,99844933,265105
570160983,99844933,265205
570160983,99844933,265305
570160983,99844917,265407
570160983,99844900,265505
570161000,99844900,265605
570161000,99844883,265705
570161000,99844867,265807
570161000,99844850,265905
570161000,99844833,266004
570161000,99844817,266105
570161017,99844800,266205
570161033,99844783,266306
570161033,99844783,266413
570161017,99844783,266505
570161017,99844800,266605
570161017,99844800,266705
570161000,99844817,266806
570161000,99844817,266907
570161000,99844833,267005
570161000,99844850,267105
570160983,99844850,267207
570160983,99844850,267307
570160983,99844867,267406
570160983,99844883,267505
570160967,99844883,267604
570160983,99844883,267704
570160983,99844883,267806
570160983,99844883,267905
570160983,99844883,268004
570160983,99844883,268105
570160983,99844883,268205
570160983,99844867,268306
570161000,99844867,268405
570161000,99844850,268505
570161000,99844850,268606
570161017,99844833,268706
570161017,99844817,268805
570161033,99844800,268906
570161033,99844783,269007
570161050,99844767,269106
570161067,99844750,269205
570161067,99844733,269305
570161083,99844717,269405
570161083,99844700,269508
570161083,99844683,269607
570161100,99844667,269707
570161100,99844650,269805
570161117,99844617,269907
570161133,99844583,270005
570161133,99844550,270107
570161150,99844517,270204
570161150,99844500,270307
570161167,99844500,270414
570161167,99844500,270507
570161167,99844517,270605
570161167,99844517,270704
570161150,99844517,270804
570161150,99844533,270908
570161150,99844517,271007
570161133,99844517,271105
570161133,99844517,271205
570161133,99844517,271307
570161133,99844517,271405
570161133,99844533,271505
570161133,99844517,271605
570161150,99844517,271705
570161150,99844517,271804
570161150,99844517,271905
570161150,99844517,272005
570161167,99844500,272106
570161167,99844500,272206
570161167,99844483,272304
570161167,99844483,272407
570161183,99844483,272504
570161183,99844467,272605
570161183,99844467,272705
570161183,99844450,272806
570161183,99844450,272905
570161200,99844433,273005
570161183,99844433,273104
570161200,99844417,273206
570161200,99844417,273306
570161200,99844417,273405
570161200,99844417,273505
570161217,99844400,273605
570161217,99844400,273705
570161217,99844383,273804
570161217,99844367,273904
570161233,99844350,274004
570161233,99844333,274105
570161233,99844300,274205
570161250,99844283,274305
570161233,99844283,274414
570161250,99844283,274504
570161250,99844283,274605
570161250,99844283,274704
570161233,99844283,274805
570161233,99844300,274904
570161233,99844300,275005
570161233,99844300,275104
570161233,99844317,275208
570161217,99844317,275307
570161217,99844317,275404
570161217,99844317,275507
570161217,99844333,275607
570161217,99844333,275705
570161217,99844317,275805
570161200,99844317,275904
570161200,99844333,276007
570161200,99844333,276104
570161183,99844350,276204
570161183,99844350,276307
570161167,99844350,276407
570161167,99844367,276504
570161150,99844367,276604
570161150,99844383,276705
570161150,99844383,276805
570161133,99844400,276905
570161133,99844400,277004
570161133,99844400,277104
570161133,99844400,277205
570161133,99844400,277305
570161133,99844400,277406
570161133,99844383,277505
570161150,99844383,277606
570161150,99844367,277704
570161150,99844350,277804
570161150,99844317,277906
570161150,99844300,278006
570161167,99844267,278106
570161167,99844250,278205
570161167,99844233,278305
570161167,99844233,278415
570161167,99844233,278504
570161183,99844233,278605
570161183,99844217,278705
570161183,99844217,278806
570161183,99844200,278905
570161200,99844183,279006
570161200,99844167,279106
570161183,99844217,279205
570161150,99844250,279306
570161133,99844300,279405
570161100,99844333,279505
570161083,99844383,279604
570161067,99844433,279705
570161033,99844500,279805
570161000,99844550,279905
570160967,99844617,280005
570160950,99844667,280105
570160917,99844717,280204
570160917,99844750,280305
570160900,99844800,280404
570160867,99844850,280507
570160850,99844900,280603
570160833,99844933,280704
570160833,99844917,280804
570160850,99844900,280907
570160850,99844883,281007
570160867,99844867,281104
570160867,99844850,281205
570160883,99844833,281304
570160883,99844817,281405
570160900,99844800,281512
570160917,99844783,281607
570160917,99844767,281709
570160933,99844733,281810
570160933,99844717,281907
570160917,99844733,282007
570160917,99844717,282110
570160933,99844717,282207
570160933,99844700,282308
570160933,99844717,282415
570160950,99844733,282507
570160933,99844783,282607
570160933,99844783,282705
570160933,99844783,282807
570160950,99844783,282906
570160917,99844883,283008
570160917,99844883,283106
570160883,99844967,283206
570160850,99845067,283308
570160817,99845167,283409
570160783,99845250,283506
570160767,99845317,283606
570160750,99845333,283708
570160750,99845350,283809
570160750,99845367,283909
570160750,99845383,284008
570160700,99845467,284109
570160667,99845533,284208
570160633,99845600,284308
570160600,99845667,284409
570160567,99845733,284508
570160533,99845783,284605
570160533,99845800,284709
570160533,99845817,284808
570160517,99845833,284905
570160517,99845850,285008
570160517,99845867,285105
570160517,99845867,285208
570160517,99845867,285308
570160517,99845867,285408
570160517,99845867,285508
570160517,99845867,285607
570160517,99845867,285707
570160517,99845867,285806
570160517,99845867,285905
570160517,99845867,286006
570160517,99845867,286106
570160517,99845867,286207
570160517,99845867,286307
570160517,99845867,286413
570160517,99845867,286507
570160517,99845867,286608
570160517,99845867,286707
570160517,99845867,286808
570160517,99845867,286906
570160517,99845867,287006
570160517,99845867,287107
570160517,99845867,287208
570160517,99845867,287305
570160517,99845867,287408
570160517,99845867,287509
570160517,99845867,287605
570160517,99845867,287706
570160517,99845867,287806
570160517,99845867,287906
570160517,99845867,288006
570160517,99845867,288106
570160517,99845867,288206
570160517,99845867,288306
570160517,99845867,288406
570160517,99845867,288505
570160517,99845867,288606
570160517,99845867,288707
570160517,99845867,288806
570160517,99845867,288905
570160517,99845867,289008
570160517,99845867,289107
570160517,99845867,289208
570160517,99845867,289308
570160517,99845867,289407
570160517,99845867,289507
570160517,99845867,289608
570160517,99845867,289709
570160517,99845867,289808
570160517,99845867,289908
570160517,99845867,290008
570160517,99845867,290106
570160517,99845867,290208
570160517,99845867,290307
570160517,99845867,290412
570160517,99845867,290509
570160517,99845867,290608
570160517,99845867,290709
570160517,99845867,290807
570160517,99845867,290906
570160517,99845867,291009
570160517,99845867,291108
570160517,99845867,291206
570160517,99845867,291305
570160517,99845867,291405
570160517,99845867,291508
570160517,99845867,291606
570160517,99845867,291705
570160517,99845867,291807
570160517,99845867,291906
570160517,99845867,292008
570160517,99845867,292107
570160517,99845867,292206
570160517,99845867,292306
570160517,99845867,292410
570160517,99845867,292508
570160517,99845867,292607
570160517,99845867,292706
570160517,99845867,292805
570160517,99845867,292907
570160517,99845867,293007
570160517,99845867,293107
570160517,99845867,293207
570160517,99845867,293306
570160517,99845867,293406
570160517,99845867,293508
570160517,99845867,293606
570160517,99845867,293705
570160517,99845867,293807
570160517,99845867,293908
570160517,99845867,294007
570160517,99845867,294106
570160517,99845867,294207
570160517,99845867,294309
570160517,99845867,294415
570160517,99845867,294508
570160517,99845867,294608
570160517,99845867,294708
570160517,99845867,294805
570160517,99845867,294907
570160517,99845867,295007
570160517,99845867,295107
570160517,99845867,295207
570160517,99845867,295305
570160517,99845867,295407
570160517,99845867,295507
570160517,99845867,295608
570160517,99845867,295707
570160517,99845867,295805
570160517,99845867,295907
570160517,99845867,296005
570160517,99845867,296108
570160517,99845867,296207
570160517,99845867,296306
570160517,99845867,296410
570160517,99845867,296508
570160517,99845867,296607
570160517,99845867,296707
570160517,99845867,296806
570160517,99845867,296905
570160517,99845867,297007
570160517,99845867,297106
570160517,99845867,297207
570160517,99845867,297306
570160517,99845867,297408
570160517,99845867,297506
570160517,99845867,297607
570160517,99845867,297707
570160517,99845867,297808
570160517,99845867,297907
570160517,99845867,298008
570160517,99845867,298107
570160517,99845867,298207
570160517,99845867,298309
570160517,99845867,298415
570160517,99845867,298507
570160517,99845867,298608
570160517,99845867,298708
570160517,99845867,298805
570160517,99845867,298907
570160517,99845867,299007
570160517,99845867,299107
570160517,99845867,299208
570160517,99845867,299308
570160517,99845867,299407
570160517,99845867,299511
570160517,99845867,299607
570160517,99845867,299707
570160517,99845867,299805
570160517,99845867,299907
570160517,99845867,300007
570160517,99845867,300109
570160517,99845867,300208
570160517,99845867,300308
570160517,99845867,300410
570160517,99845867,300507
570160517,99845867,300607
570160517,99845867,300708
570160517,99845867,300807
570160517,99845867,300905
570160517,99845867,301008
570160517,99845867,301106
570160517,99845867,301207
570160517,99845867,301305
570160517,99845867,301405
570160517,99845867,301507
570160517,99845867,301606
570160517,99845867,301706
570160517,99845867,301807
570160517,99845867,301908
570160517,99845867,302006
570160517,99845867,302107
570160517,99845867,302206
570160517,99845867,302306
570160517,99845867,302415
570160517,99845867,302506
570160517,99845867,302606
570160517,99845867,302706
570160517,99845867,302807
570160517,99845867,302906
570160517,99845867,303008
570160517,99845867,303107
570160517,99845867,303207
570160517,99845867,303308
570160517,99845867,303408
570160517,99845867,303507
570160517,99845867,303605
570160517,99845867,303708
570160517,99845867,303808
570160517,99845867,303905
570160517,99845867,304007
570160517,99845867,304107
570160517,99845867,304207
570160517,99845867,304307
570160517,99845867,304405
570160517,99845867,304508
570160517,99845867,304609
570160517,99845867,304707
570160517,99845867,304810
570160517,99845867,304906
570160517,99845867,305006
570160517,99845867,305106
570160517,99845867,305207
570160517,99845867,305306
570160517,99845867,305406
570160517,99845867,305508
570160517,99845867,305605
570160517,99845867,305707
570160517,99845867,305806
570160517,99845867,305906
570160517,99845867,306006
570160517,99845867,306106
570160517,99845867,306205
570160517,99845867,306305
570160517,99845867,306414
570160517,99845867,306506
570160517,99845867,306606
570160517,99845867,306707
570160517,99845867,306806
570160517,99845867,306906
570160517,99845867,307006
570160517,99845867,307106
570160517,99845867,307208
570160517,99845867,307307
570160517,99845867,307407
570160517,99845867,307507
570160517,99845867,307607
570160517,99845867,307708
570160517,99845867,307808
570160517,99845867,307906
570160517,99845867,308006
570160517,99845867,308107
570160517,99845867,308208
570160517,99845867,308308
570160517,99845867,308408
570160517,99845867,308507
570160517,99845867,308608
570160517,99845867,308707
570160517,99845867,308807
570160517,99845867,308908
570160517,99845867,309009
570160517,99845867,309109
570160517,99845867,309209
570160517,99845867,309308
570160517,99845867,309409
570160517,99845867,309509
570160517,99845867,309609
570160517,99845867,309709
570160517,99845867,309809
570160517,99845867,309909
570160517,99845867,310010
570160517,99845867,310109
570160517,99845867,310207
570160517,99845867,310308
570160517,99845867,310415
570160517,99845867,310508
570160517,99845867,310607
570160517,99845867,310706
570160517,99845867,310806
570160517,99845867,310908
570160517,99845867,311006
570160517,99845867,311107
570160517,99845867,311207
570160517,99845867,311307
570160517,99845867,311407
570160517,99845867,311511
570160517,99845867,311608
570160517,99845867,311707
570160517,99845867,311808
570160517,99845867,311907
570160517,99845867,312007
570160517,99845867,312109
570160517,99845867,312209
570160517,99845867,312307
570160517,99845867,312406
570160517,99845867,312507
570160517,99845867,312608
570160517,99845867,312708
570160517,99845867,312808
570160517,99845867,312908
570160517,99845867,313007
570160517,99845867,313108
570160517,99845867,313208
570160517,99845867,313307
570160517,99845867,313407
570160517,99845867,313507
570160517,99845867,313609
570160517,99845867,313708
570160517,99845867,313807
570160517,99845867,313909
570160517,99845867,314009
570160517,99845867,314109
570160517,99845867,314208
570160517,99845867,314309
570160517,99845867,314415
570160517,99845867,314507
570160517,99845867,314608
570160517,99845867,314710
570160517,99845867,314806
570160517,99845867,314909
570160517,99845867,315006
570160517,99845867,315109
570160517,99845867,315207
570160517,99845867,315307
570160517,99845867,315407
570160517,99845867,315505
570160517,99845867,315606
570160517,99845867,315708
570160517,99845867,315807
570160517,99845867,315907
570160517,99845867,316006
570160517,99845867,316106
570160517,99845867,316206
570160517,99845867,316307
570160517,99845867,316407
570160517,99845867,316506
570160517,99845867,316606
570160517,99845867,316706
570160517,99845867,316808
570160517,99845867,316908
570160517,99845867,317007
570160517,99845867,317108
570160517,99845867,317208
570160517,99845867,317306
570160517,99845867,317406
570160517,99845867,317508
570160517,99845867,317607
570160517,99845867,317707
570160517,99845867,317807
570160517,99845867,317907
570160517,99845867,318008
570160517,99845867,318109
570160517,99845867,318207
570160517,99845867,318306
570160517,99845867,318417
570160517,99845867,318507
570160517,99845867,318606
570160517,99845867,318708
570160517,99845867,318806
570160517,99845867,318909
570160517,99845867,319009
570160517,99845867,319108
570160517,99845867,319209
570160517,99845867,319309
570160517,99845867,319406
570160517,99845867,319508
570160517,99845867,319606
570160517,99845867,319709
570160517,99845867,319809
570160517,99845867,319910
570160517,99845867,320009
570160517,99845867,320108
570160517,99845867,320206
570160517,99845867,320309
570160517,99845867,320409
570160517,99845867,320509
570160517,99845867,320606
570160517,99845867,320711
570160517,99845867,320807
570160517,99845867,320907
570160517,99845867,321008
570160517,99845867,321107
570160517,99845867,321207
570160517,99845867,321307
570160517,99845867,321408
570160517,99845867,321508
570160517,99845867,321607
570160517,99845867,321708
570160517,99845867,321808
570160517,99845867,321907
570160517,99845867,322007
570160517,99845867,322106
570160517,99845867,322207
570160517,99845867,322307
570160517,99845867,322415
570160517,99845867,322507
570160517,99845867,322607
570160517,99845867,322705
570160517,99845867,322808
570160517,99845867,322906
570160517,99845867,323007
570160517,99845867,323106
570160517,99845867,323207
570160517,99845867,323306
570160517,99845867,323407
570160517,99845867,323509
570160517,99845867,323605
570160517,99845867,323706
570160517,99845867,323808
570160517,99845867,323908
570160517,99845867,324008
570160517,99845867,324108
570160517,99845867,324207
570160517,99845867,324307
570160517,99845867,324408
570160517,99845867,324508
570160517,99845867,324607
570160517,99845867,324708
570160517,99845867,324808
570160517,99845867,324907
570160517,99845867,325008
570160517,99845867,325107
570160517,99845867,325209
570160517,99845867,325306
570160517,99845867,325410
570160517,99845867,325507
570160517,99845867,325607
570160517,99845867,325707
570160517,99845867,325807
570160517,99845867,325909
570160517,99845867,326006
570160517,99845867,326107
570160517,99845867,326206
570160517,99845867,326306
570160517,99845867,326415
570160517,99845867,326507
570160517,99845867,326606
570160517,99845867,326706
570160517,99845867,326805
570160517,99845867,326907
570160517,99845867,327006
570160517,99845867,327106
570160517,99845867,327211
570160517,99845867,327309
570160517,99845867,327411
570160517,99845867,327508
570160517,99845867,327607
570160517,99845867,327708
570160517,99845867,327807
570160517,99845867,327908
570160517,99845867,328007
570160517,99845867,328109
570160517,99845867,328207
570160517,99845867,328308
570160517,99845867,328408
570160517,99845867,328507
570160517,99845867,328609
570160517,99845867,328708
570160517,99845867,328807
570160517,99845867,328909
570160517,99845867,329007
570160517,99845867,329107
570160517,99845867,329208
570160517,99845867,329307
570160517,99845867,329410
570160517,99845867,329510
570160517,99845867,329608
570160517,99845867,329708
570160517,99845867,329808
570160517,99845867,329908
570160517,99845867,330008
570160517,99845867,330108
570160517,99845867,330208
570160517,99845867,330308
570160517,99845867,330416
570160517,99845867,330509
570160517,99845867,330608
570160517,99845867,330708
570160517,99845867,330808
570160517,99845867,330909
570160517,99845867,331009
570160517,99845867,331109
570160517,99845867,331209
570160517,99845867,331306
570160517,99845867,331406
570160517,99845867,331506
570160517,99845867,331606
570160517,99845867,331706
570160517,99845867,331806
570160517,99845867,331906
570160517,99845867,332006
570160517,99845867,332106
570160517,99845867,332207
570160517,99845867,332306
570160517,99845867,332407
570160517,99845867,332508
570160517,99845867,332607
570160517,99845867,332706
570160517,99845867,332807
570160517,99845867,332908
570160517,99845867,333007
570160517,99845867,333107
570160517,99845867,333209
570160517,99845867,333308
570160517,99845867,333407
570160517,99845867,333506
570160517,99845867,333607
570160517,99845867,333707
570160517,99845867,333807
570160517,99845867,333908
570160517,99845867,334006
570160517,99845867,334106
570160517,99845867,334207
570160517,99845867,334307
570160517,99845867,334415
570160517,99845867,334506
570160517,99845867,334606
570160517,99845867,334707
570160517,99845867,334809
570160517,99845867,334908
570160517,99845867,335008
570160517,99845867,335108
570160517,99845867,335208
570160517,99845867,335307
570160517,99845867,335408
570160517,99845867,335510
570160517,99845867,335607
570160517,99845867,335707
570160517,99845867,335807
570160517,99845867,335909
570160517,99845867,336008
570160517,99845867,336109
570160517,99845867,336209
570160517,99845867,336306
570160517,99845867,336410
570160517,99845867,336509
570160517,99845867,336612
570160517,99845867,336709
570160517,99845867,336807
570160517,99845867,336907
570160517,99845867,337006
570160517,99845867,337107
570160517,99845867,337207
570160517,99845867,337306
570160517,99845867,337408
570160517,99845867,337506
570160517,99845867,337606
570160517,99845867,337706
570160517,99845867,337807
570160517,99845867,337907
570160517,99845867,338008
570160517,99845867,338108
570160517,99845867,338208
570160517,99845867,338307
570160517,99845867,338417
570160517,99845867,338506
570160517,99845867,338606
570160517,99845867,338707
570160517,99845867,338806
570160517,99845867,338907
570160517,99845867,339008
570160517,99845867,339109
570160517,99845867,339207
570160517,99845867,339306
570160517,99845867,339408
570160517,99845867,339507
570160517,99845867,339606
570160517,99845867,339708
570160517,99845867,339806
570160517,99845867,339906
570160517,99845867,340009
570160517,99845867,340107
570160517,99845867,340208
570160517,99845867,340308
570160517,99845867,340408
570160517,99845867,340507
570160517,99845867,340607
570160517,99845867,340707
570160517,99845867,340807
570160517,99845867,340909
570160517,99845867,341006
570160517,99845867,341106
570160517,99845867,341208
570160517,99845867,341306
570160517,99845867,341406
570160517,99845867,341511
570160517,99845867,341610
570160517,99845867,341706
570160517,99845867,341806
570160517,99845867,341906
570160517,99845867,342007
570160517,99845867,342107
570160517,99845867,342206
570160517,99845867,342306
570160517,99845867,342416
570160517,99845867,342508
570160517,99845867,342606
570160517,99845867,342706
570160517,99845867,342806
570160517,99845867,342906
570160517,99845867,343006
570160517,99845867,343106
570160517,99845867,343209
570160517,99845867,343306
570160517,99845867,343406
570160517,99845867,343509
570160517,99845867,343607
570160517,99845867,343706
570160517,99845867,343808
570160517,99845867,343907
570160517,99845867,344006
570160517,99845867,344106
570160517,99845867,344208
570160517,99845867,344306
570160517,99845867,344407
570160517,99845867,344507
570160517,99845867,344607
570160517,99845867,344706
570160517,99845867,344807
570160517,99845867,344908
570160517,99845867,345006
570160517,99845867,345106
570160517,99845867,345207
570160517,99845867,345306
570160517,99845867,345409
570160517,99845867,345508
570160517,99845867,345609
570160517,99845867,345707
570160517,99845867,345808
570160517,99845867,345909
570160517,99845867,346006
570160517,99845867,346106
570160517,99845867,346208
570160517,99845867,346306
570160517,99845867,346415
570160517,99845867,346508
570160517,99845867,346608
570160517,99845867,346706
570160517,99845867,346809
570160517,99845867,346908
570160517,99845867,347009
570160517,99845867,347106
570160517,99845867,347208
570160517,99845867,347306
570160517,99845867,347408
570160517,99845867,347510
570160517,99845867,347606
570160517,99845867,347706
570160517,99845867,347806
570160517,99845867,347906
570160517,99845867,348008
570160517,99845867,348108
570160517,99845867,348207
570160517,99845867,348307
570160517,99845867,348408
570160517,99845867,348507
570160517,99845867,348606
570160517,99845867,348707
570160517,99845867,348810
570160517,99845867,348910
570160517,99845867,349007
570160517,99845867,349109
570160517,99845867,349207
570160517,99845867,349307
570160517,99845867,349407
570160517,99845867,349506
570160517,99845867,349608
570160517,99845867,349708
570160517,99845867,349806
570160517,99845867,349909
570160517,99845867,350009
570160517,99845867,350108
570160517,99845867,350207
570160517,99845867,350307
570160517,99845867,350415
570160517,99845867,350507
570160517,99845867,350608
570160517,99845867,350708
570160517,99845867,350809
570160517,99845867,350908
570160517,99845867,351008
570160517,99845867,351108
570160517,99845867,351208
570160517,99845867,351309
570160517,99845867,351409
570160517,99845867,351507
570160517,99845867,351607
570160517,99845867,351707
570160517,99845867,351808
570160517,99845867,351908
570160517,99845867,352009
570160517,99845867,352109
570160517,99845867,352209
570160517,99845867,352308
570160517,99845867,352408
570160517,99845867,352511
570160517,99845867,352609
570160517,99845867,352706
570160517,99845867,352806
570160517,99845867,352907
570160517,99845867,353008
570160517,99845867,353107
570160517,99845867,353207
570160517,99845867,353307
570160517,99845867,353407
570160517,99845867,353508
570160517,99845867,353607
570160517,99845867,353709
570160517,99845867,353807
570160517,99845867,353907
570160517,99845867,354006
570160517,99845867,354107
570160517,99845867,354207
570160517,99845867,354307
570160517,99845867,354417
570160517,99845867,354507
570160517,99845867,354606
570160517,99845867,354705
570160517,99845867,354806
570160517,99845867,354906
570160517,99845867,355008
570160517,99845867,355109
570160517,99845867,355207
570160517,99845867,355306
570160517,99845867,355407
570160517,99845867,355506
570160517,99845867,355606
570160517,99845867,355708
570160517,99845867,355806
570160517,99845867,355906
570160517,99845867,356008
570160517,99845867,356109
570160517,99845867,356208
570160517,99845867,356310
570160517,99845867,356408
570160517,99845867,356508
570160517,99845867,356608
570160517,99845867,356707
570160517,99845867,356808
570160517,99845867,356907
570160517,99845867,357010
570160517,99845867,357109
570160517,99845867,357208
570160517,99845867,357308
570160517,99845867,357411
570160517,99845867,357510
570160517,99845867,357610
570160517,99845867,357708
570160517,99845867,357809
570160517,99845867,357906
570160517,99845867,358006
570160517,99845867,358107
570160517,99845867,358206
570160517,99845867,358305
570160517,99845867,358416
570160517,99845867,358506
570160517,99845867,358606
570160517,99845867,358710
570160517,99845867,358805
570160517,99845867,358909
570160517,99845867,359007
570160517,99845867,359109
570160517,99845867,359207
570160517,99845867,359305
570159817,99846917,359410
570159800,99846933,359509
570159800,99846933,359608
570159800,99846933,359707
570159800,99846933,359809
570159800,99846933,359907
570159800,99846933,360007
570159800,99846933,360109
