126.00,-357.00
125.00,-357.00
125.00,-356.00
126.00,-357.00
125.00,-356.00
125.00,-356.00
126.00,-356.00
126.00,-356.00
126.00,-356.00
125.00,-357.00
125.00,-357.00
124.00,-356.00
125.00,-356.00
125.00,-355.00
125.00,-355.00
124.00,-356.00
125.00,-356.00
125.00,-357.00
125.00,-355.00
125.00,-356.00
125.00,-356.00
125.00,-356.00
126.00,-356.00
126.00,-356.00
124.00,-357.00
125.00,-357.00
125.00,-357.00
125.00,-355.00
126.00,-356.00
125.00,-356.00
126.00,-357.00
124.00,-357.00
126.00,-356.00
125.00,-355.00
125.00,-356.00
125.00,-357.00
126.00,-355.00
125.00,-356.00
127.00,-357.00
126.00,-357.00
125.00,-357.00
126.00,-357.00
126.00,-357.00
126.00,-356.00
124.00,-357.00
125.00,-357.00
126.00,-357.00
126.00,-357.00
126.00,-357.00
126.00,-357.00
126.00,-357.00
126.00,-357.00
126.00,-357.00
126.00,-357.00
125.00,-357.00
126.00,-357.00
126.00,-357.00
126.00,-357.00
127.00,-357.00
126.00,-357.00
126.00,-357.00
125.00,-356.00
126.00,-356.00
125.00,-357.00
126.00,-357.00
126.00,-358.00
127.00,-357.00
126.00,-357.00
126.00,-357.00
126.00,-358.00
126.00,-358.00
125.00,-357.00
125.00,-358.00
125.00,-357.00
126.00,-358.00
125.00,-357.00
126.00,-357.00
125.00,-358.00
125.00,-357.00
125.00,-357.00
127.00,-357.00
126.00,-357.00
126.00,-358.00
126.00,-357.00
127.00,-357.00
127.00,-357.00
127.00,-357.00
126.00,-357.00
127.00,-355.00
127.00,-356.00
126.00,-356.00
127.00,-355.00
127.00,-357.00
127.00,-357.00
128.00,-357.00
127.00,-357.00
126.00,-356.00
127.00,-356.00
128.00,-355.00
127.00,-357.00
128.00,-356.00
127.00,-357.00
127.00,-356.00
127.00,-356.00
127.00,-357.00
127.00,-356.00
127.00,-357.00
128.00,-356.00
127.00,-357.00
127.00,-356.00
128.00,-357.00
127.00,-357.00
128.00,-357.00
